language,number,constructions
artificial_language_g45_8_m53_m72_m97,74,ERR
artificial_language_g45_8_m53_m72_m97,75,ERR
artificial_language_g45_8_m53_m72_m97,76,ERR
artificial_language_g45_8_m53_m72_m97,77,ERR
artificial_language_g45_8_m53_m72_m97,78,ERR
artificial_language_g45_8_m53_m72_m97,79,ERR
artificial_language_g45_8_m53_m72_m97,80,ERR
artificial_language_g45_8_m53_m72_m97,81,ERR
artificial_language_g45_8_m53_m72_m97,82,ERR
artificial_language_g45_8_m53_m72_m97,83,ERR
artificial_language_g45_8_m53_m72_m97,84,ERR
artificial_language_g45_8_m53_m72_m97,85,ERR
artificial_language_g45_8_m53_m72_m97,86,ERR
artificial_language_g45_8_m53_m72_m97,87,ERR
artificial_language_g45_8_m53_m72_m97,88,ERR
artificial_language_g45_8_m53_m72_m97,89,ERR
artificial_language_g45_8_m53_m72_m97,90,ERR
artificial_language_g45_8_m53_m72_m97,91,ERR
artificial_language_g45_8_m53_m72_m97,92,ERR
artificial_language_g45_8_m53_m72_m97,93,ERR
artificial_language_g45_8_m53_m72_m97,94,ERR
artificial_language_g45_8_m53_m72_m97,95,ERR
artificial_language_g45_8_m53_m72_m97,96,ERR
artificial_language_g45_8_m53_m72_m97,97,ERR
artificial_language_g45_8_m53_m72_m97,98,ERR
artificial_language_g45_8_m53_m72_m97,99,ERR
artificial_language_g97_41,1,1
artificial_language_g97_41,2,2
artificial_language_g97_41,3,3
artificial_language_g97_41,4,4
artificial_language_g97_41,5,5
artificial_language_g97_41,6,6
artificial_language_g97_41,7,7
artificial_language_g97_41,8,8
artificial_language_g97_41,9,9
artificial_language_g97_41,10,10
artificial_language_g97_41,11,11
artificial_language_g97_41,12,12
artificial_language_g97_41,13,13
artificial_language_g97_41,14,14
artificial_language_g97_41,15,15
artificial_language_g97_41,16,16
artificial_language_g97_41,17,17
artificial_language_g97_41,18,18
artificial_language_g97_41,19,19
artificial_language_g97_41,20,20
artificial_language_g97_41,21,21
artificial_language_g97_41,22,22
artificial_language_g97_41,23,23
artificial_language_g97_41,24,24
artificial_language_g97_41,25,25
artificial_language_g97_41,26,26
artificial_language_g97_41,27,27
artificial_language_g97_41,28,28
artificial_language_g97_41,29,29
artificial_language_g97_41,30,30
artificial_language_g97_41,31,31
artificial_language_g97_41,32,32
artificial_language_g97_41,33,33
artificial_language_g97_41,34,34
artificial_language_g97_41,35,35
artificial_language_g97_41,36,36
artificial_language_g97_41,37,37
artificial_language_g97_41,38,38
artificial_language_g97_41,39,39
artificial_language_g97_41,40,40
artificial_language_g97_41,41,41
artificial_language_g97_41,42,42
artificial_language_g97_41,43,43
artificial_language_g97_41,44,44
artificial_language_g97_41,45,45
artificial_language_g97_41,46,46
artificial_language_g97_41,47,47
artificial_language_g97_41,48,48
artificial_language_g97_41,49,49
artificial_language_g97_41,50,50
artificial_language_g97_41,51,51
artificial_language_g97_41,52,52
artificial_language_g97_41,53,53
artificial_language_g97_41,54,54
artificial_language_g97_41,55,55
artificial_language_g97_41,56,56
artificial_language_g97_41,57,57
artificial_language_g97_41,58,58
artificial_language_g97_41,59,59
artificial_language_g97_41,60,60
artificial_language_g97_41,61,61
artificial_language_g97_41,62,62
artificial_language_g97_41,63,63
artificial_language_g97_41,64,64
artificial_language_g97_41,65,65
artificial_language_g97_41,66,66
artificial_language_g97_41,67,67
artificial_language_g97_41,68,68
artificial_language_g97_41,69,(68 + 1)
artificial_language_g97_41,70,(68 + 2)
artificial_language_g97_41,71,(68 + 3)
artificial_language_g97_41,72,(68 + 4)
artificial_language_g97_41,73,(68 + 5)
artificial_language_g97_41,74,(68 + 6)
artificial_language_g97_41,75,(68 + 7)
artificial_language_g97_41,76,(68 + 8)
artificial_language_g97_41,77,(68 + 9)
artificial_language_g97_41,78,(68 + 10)
artificial_language_g97_41,79,(68 + 11)
artificial_language_g97_41,80,(68 + 12)
artificial_language_g97_41,81,ERR
artificial_language_g97_41,82,82
artificial_language_g97_41,83,ERR
artificial_language_g97_41,84,ERR
artificial_language_g97_41,85,ERR
artificial_language_g97_41,86,ERR
artificial_language_g97_41,87,ERR
artificial_language_g97_41,88,ERR
artificial_language_g97_41,89,ERR
artificial_language_g97_41,90,ERR
artificial_language_g97_41,91,ERR
artificial_language_g97_41,92,ERR
artificial_language_g97_41,93,ERR
artificial_language_g97_41,94,ERR
artificial_language_g97_41,95,ERR
artificial_language_g97_41,96,ERR
artificial_language_g97_41,97,ERR
artificial_language_g97_41,98,ERR
artificial_language_g97_41,99,ERR
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,1,1
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,2,2
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,3,3
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,4,4
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,5,5
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,6,6
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,7,7
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,8,8
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,9,9
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,10,10
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,11,11
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,12,12
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,13,13
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,14,14
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,15,15
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,16,16
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,17,17
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,18,18
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,19,19
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,20,20
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,21,21
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,22,22
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,23,23
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,24,24
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,25,25
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,26,26
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,27,27
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,28,28
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,29,29
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,30,30
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,31,31
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,32,32
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,33,33
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,34,34
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,35,35
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,36,36
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,37,37
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,38,38
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,39,39
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,40,40
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,41,41
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,42,42
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,43,43
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,44,44
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,45,45
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,46,46
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,47,47
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,48,48
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,49,49
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,50,50
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,51,51
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,52,52
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,53,53
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,54,54
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,55,55
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,56,56
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,57,57
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,58,58
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,59,59
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,60,60
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,61,61
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,62,62
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,63,63
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,64,64
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,65,65
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,66,66
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,67,67
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,68,68
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,69,69
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,70,70
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,71,71
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,72,72
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,73,73
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,74,74
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,75,75
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,76,76
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,77,77
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,78,78
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,79,79
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,80,80
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,81,81
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,82,82
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,83,83
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,84,(83 + 1)
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,85,(83 + 2)
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,86,(83 + 3)
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,87,ERR
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,88,ERR
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,89,ERR
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,90,ERR
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,91,ERR
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,92,ERR
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,93,ERR
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,94,ERR
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,95,ERR
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,96,ERR
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,97,ERR
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,98,ERR
artificial_language_g8_0_m17_m22_m25_m27_m30_m34_m37_m64_m77_m81_m82_m98,99,ERR
artificial_language_g98_4,1,1
artificial_language_g98_4,2,2
artificial_language_g98_4,3,3
artificial_language_g98_4,4,4
artificial_language_g98_4,5,5
artificial_language_g98_4,6,6
artificial_language_g98_4,7,7
artificial_language_g98_4,8,8
artificial_language_g98_4,9,9
artificial_language_g98_4,10,10
artificial_language_g98_4,11,11
artificial_language_g98_4,12,12
artificial_language_g98_4,13,13
artificial_language_g98_4,14,14
artificial_language_g98_4,15,15
artificial_language_g98_4,16,16
artificial_language_g98_4,17,17
artificial_language_g98_4,18,18
artificial_language_g98_4,19,19
artificial_language_g98_4,20,20
artificial_language_g98_4,21,21
artificial_language_g98_4,22,22
artificial_language_g98_4,23,23
artificial_language_g98_4,24,24
artificial_language_g98_4,25,25
artificial_language_g98_4,26,26
artificial_language_g98_4,27,27
artificial_language_g98_4,28,28
artificial_language_g98_4,29,29
artificial_language_g98_4,30,30
artificial_language_g98_4,31,31
artificial_language_g98_4,32,32
artificial_language_g98_4,33,33
artificial_language_g98_4,34,34
artificial_language_g98_4,35,35
artificial_language_g98_4,36,36
artificial_language_g98_4,37,37
artificial_language_g98_4,38,38
artificial_language_g98_4,39,39
artificial_language_g98_4,40,40
artificial_language_g98_4,41,41
artificial_language_g98_4,42,42
artificial_language_g98_4,43,43
artificial_language_g98_4,44,44
artificial_language_g98_4,45,45
artificial_language_g98_4,46,46
artificial_language_g98_4,47,47
artificial_language_g98_4,48,48
artificial_language_g98_4,49,49
artificial_language_g98_4,50,50
artificial_language_g98_4,51,51
artificial_language_g98_4,52,52
artificial_language_g98_4,53,53
artificial_language_g98_4,54,54
artificial_language_g98_4,55,55
artificial_language_g98_4,56,56
artificial_language_g98_4,57,57
artificial_language_g98_4,58,58
artificial_language_g98_4,59,59
artificial_language_g98_4,60,60
artificial_language_g98_4,61,61
artificial_language_g98_4,62,62
artificial_language_g98_4,63,63
artificial_language_g98_4,64,(63 + 1)
artificial_language_g98_4,65,(63 + 2)
artificial_language_g98_4,66,(63 + 3)
artificial_language_g98_4,67,(63 + 4)
artificial_language_g98_4,68,(63 + 5)
artificial_language_g98_4,69,(63 + 6)
artificial_language_g98_4,70,(63 + 7)
artificial_language_g98_4,71,(63 + 8)
artificial_language_g98_4,72,(63 + 9)
artificial_language_g98_4,73,(63 + 10)
artificial_language_g98_4,74,(63 + 11)
artificial_language_g98_4,75,(63 + 12)
artificial_language_g98_4,76,(63 + 13)
artificial_language_g98_4,77,(63 + 14)
artificial_language_g98_4,78,(63 + 15)
artificial_language_g98_4,79,(63 + 16)
artificial_language_g98_4,80,80
artificial_language_g98_4,81,(63 + 18)
artificial_language_g98_4,82,(63 + 19)
artificial_language_g98_4,83,(63 + 20)
artificial_language_g98_4,84,(63 + 21)
artificial_language_g98_4,85,(63 + 22)
artificial_language_g98_4,86,(63 + 23)
artificial_language_g98_4,87,(63 + 24)
artificial_language_g98_4,88,88
artificial_language_g98_4,89,(63 + 26)
artificial_language_g98_4,90,(63 + 27)
artificial_language_g98_4,91,91
artificial_language_g98_4,92,(63 + 29)
artificial_language_g98_4,93,(63 + 30)
artificial_language_g98_4,94,(63 + 31)
artificial_language_g98_4,95,95
artificial_language_g98_4,96,96
artificial_language_g98_4,97,(63 + 34)
artificial_language_g98_4,98,ERR
artificial_language_g98_4,99,ERR
artificial_language_g98_39,1,1
artificial_language_g98_39,2,2
artificial_language_g98_39,3,3
artificial_language_g98_39,4,4
artificial_language_g98_39,5,5
artificial_language_g98_39,6,6
artificial_language_g98_39,7,7
artificial_language_g98_39,8,8
artificial_language_g98_39,9,9
artificial_language_g98_39,10,10
artificial_language_g98_39,11,11
artificial_language_g98_39,12,12
artificial_language_g98_39,13,13
artificial_language_g98_39,14,14
artificial_language_g98_39,15,15
artificial_language_g98_39,16,16
artificial_language_g98_39,17,17
artificial_language_g98_39,18,18
artificial_language_g98_39,19,19
artificial_language_g98_39,20,20
artificial_language_g98_39,21,21
artificial_language_g98_39,22,22
artificial_language_g98_39,23,23
artificial_language_g98_39,24,24
artificial_language_g98_39,25,25
artificial_language_g98_39,26,26
artificial_language_g98_39,27,27
artificial_language_g98_39,28,28
artificial_language_g98_39,29,29
artificial_language_g98_39,30,30
artificial_language_g98_39,31,31
artificial_language_g98_39,32,32
artificial_language_g98_39,33,33
artificial_language_g98_39,34,34
artificial_language_g98_39,35,35
artificial_language_g98_39,36,36
artificial_language_g98_39,37,37
artificial_language_g98_39,38,38
artificial_language_g98_39,39,39
artificial_language_g98_39,40,40
artificial_language_g98_39,41,(40 + 1)
artificial_language_g98_39,42,(40 + 2)
artificial_language_g98_39,43,43
artificial_language_g98_39,44,(40 + 4)
artificial_language_g98_39,45,(40 + 5)
artificial_language_g98_39,46,(40 + 6)
artificial_language_g98_39,47,(40 + 7)
artificial_language_g98_39,48,(40 + 8)
artificial_language_g98_39,49,49
artificial_language_g98_39,50,(40 + 10)
artificial_language_g98_39,51,(40 + 11)
artificial_language_g98_39,52,(40 + 12)
artificial_language_g98_39,53,53
artificial_language_g98_39,54,(40 + 14)
artificial_language_g98_39,55,(40 + 15)
artificial_language_g98_39,56,(40 + 16)
artificial_language_g98_39,57,(40 + 17)
artificial_language_g98_39,58,(40 + 18)
artificial_language_g98_39,59,(40 + 19)
artificial_language_g98_39,60,(40 + 20)
artificial_language_g98_39,61,(40 + 21)
artificial_language_g98_39,62,(40 + 22)
artificial_language_g98_39,63,63
artificial_language_g98_39,64,(40 + 24)
artificial_language_g98_39,65,(40 + 25)
artificial_language_g98_39,66,(40 + 26)
artificial_language_g98_39,67,67
artificial_language_g98_39,68,68
artificial_language_g98_39,69,(68 + 1)
artificial_language_g98_39,70,(68 + 2)
artificial_language_g98_39,71,(68 + 3)
artificial_language_g98_39,72,(68 + 4)
artificial_language_g98_39,73,(68 + 5)
artificial_language_g98_39,74,(68 + 6)
artificial_language_g98_39,75,75
artificial_language_g98_39,76,76
artificial_language_g98_39,77,(68 + 9)
artificial_language_g98_39,78,(68 + 10)
artificial_language_g98_39,79,(68 + 11)
artificial_language_g98_39,80,(68 + 12)
artificial_language_g98_39,81,(68 + 13)
artificial_language_g98_39,82,(68 + 14)
artificial_language_g98_39,83,(68 + 15)
artificial_language_g98_39,84,(68 + 16)
artificial_language_g98_39,85,(68 + 17)
artificial_language_g98_39,86,86
artificial_language_g98_39,87,(68 + 19)
artificial_language_g98_39,88,(68 + 20)
artificial_language_g98_39,89,(68 + 21)
artificial_language_g98_39,90,(68 + 22)
artificial_language_g98_39,91,91
artificial_language_g98_39,92,(68 + 24)
artificial_language_g98_39,93,93
artificial_language_g98_39,94,94
artificial_language_g98_39,95,(68 + 27)
artificial_language_g98_39,96,(68 + 28)
artificial_language_g98_39,97,97
artificial_language_g98_39,98,(97 + 1)
artificial_language_g98_39,99,(97 + 2)
artificial_language_g0_244_m1_m4_m7_m99,1,1
artificial_language_g0_244_m1_m4_m7_m99,2,2
artificial_language_g0_244_m1_m4_m7_m99,3,3
artificial_language_g0_244_m1_m4_m7_m99,4,4
artificial_language_g0_244_m1_m4_m7_m99,5,5
artificial_language_g0_244_m1_m4_m7_m99,6,6
artificial_language_g0_244_m1_m4_m7_m99,7,7
artificial_language_g0_244_m1_m4_m7_m99,8,8
artificial_language_g0_244_m1_m4_m7_m99,9,9
artificial_language_g0_244_m1_m4_m7_m99,10,10
artificial_language_g0_244_m1_m4_m7_m99,11,11
artificial_language_g0_244_m1_m4_m7_m99,12,12
artificial_language_g0_244_m1_m4_m7_m99,13,13
artificial_language_g0_244_m1_m4_m7_m99,14,14
artificial_language_g0_244_m1_m4_m7_m99,15,15
artificial_language_g0_244_m1_m4_m7_m99,16,16
artificial_language_g0_244_m1_m4_m7_m99,17,17
artificial_language_g0_244_m1_m4_m7_m99,18,18
artificial_language_g0_244_m1_m4_m7_m99,19,19
artificial_language_g0_244_m1_m4_m7_m99,20,20
artificial_language_g0_244_m1_m4_m7_m99,21,21
artificial_language_g0_244_m1_m4_m7_m99,22,22
artificial_language_g0_244_m1_m4_m7_m99,23,23
artificial_language_g0_244_m1_m4_m7_m99,24,24
artificial_language_g0_244_m1_m4_m7_m99,25,25
artificial_language_g0_244_m1_m4_m7_m99,26,26
artificial_language_g0_244_m1_m4_m7_m99,27,27
artificial_language_g0_244_m1_m4_m7_m99,28,28
artificial_language_g0_244_m1_m4_m7_m99,29,29
artificial_language_g0_244_m1_m4_m7_m99,30,30
artificial_language_g0_244_m1_m4_m7_m99,31,31
artificial_language_g0_244_m1_m4_m7_m99,32,32
artificial_language_g0_244_m1_m4_m7_m99,33,33
artificial_language_g0_244_m1_m4_m7_m99,34,34
artificial_language_g0_244_m1_m4_m7_m99,35,35
artificial_language_g0_244_m1_m4_m7_m99,36,36
artificial_language_g0_244_m1_m4_m7_m99,37,37
artificial_language_g0_244_m1_m4_m7_m99,38,38
artificial_language_g0_244_m1_m4_m7_m99,39,39
artificial_language_g0_244_m1_m4_m7_m99,40,40
artificial_language_g0_244_m1_m4_m7_m99,41,41
artificial_language_g0_244_m1_m4_m7_m99,42,42
artificial_language_g0_244_m1_m4_m7_m99,43,(1 * 43)
artificial_language_g0_244_m1_m4_m7_m99,44,((1 * 43) + 1)
artificial_language_g0_244_m1_m4_m7_m99,45,((1 * 43) + 2)
artificial_language_g0_244_m1_m4_m7_m99,46,((1 * 43) + 3)
artificial_language_g0_244_m1_m4_m7_m99,47,((1 * 43) + 4)
artificial_language_g0_244_m1_m4_m7_m99,48,((1 * 43) + 5)
artificial_language_g0_244_m1_m4_m7_m99,49,((1 * 43) + 6)
artificial_language_g0_244_m1_m4_m7_m99,50,((1 * 43) + 7)
artificial_language_g0_244_m1_m4_m7_m99,51,((1 * 43) + 8)
artificial_language_g0_244_m1_m4_m7_m99,52,((1 * 43) + 9)
artificial_language_g0_244_m1_m4_m7_m99,53,((1 * 43) + 10)
artificial_language_g0_244_m1_m4_m7_m99,54,((1 * 43) + 11)
artificial_language_g0_244_m1_m4_m7_m99,55,((1 * 43) + 12)
artificial_language_g0_244_m1_m4_m7_m99,56,((1 * 43) + 13)
artificial_language_g0_244_m1_m4_m7_m99,57,((1 * 43) + 14)
artificial_language_g0_244_m1_m4_m7_m99,58,((1 * 43) + 15)
artificial_language_g0_244_m1_m4_m7_m99,59,((1 * 43) + 16)
artificial_language_g0_244_m1_m4_m7_m99,60,((1 * 43) + 17)
artificial_language_g0_244_m1_m4_m7_m99,61,((1 * 43) + 18)
artificial_language_g0_244_m1_m4_m7_m99,62,((1 * 43) + 19)
artificial_language_g0_244_m1_m4_m7_m99,63,((1 * 43) + 20)
artificial_language_g0_244_m1_m4_m7_m99,64,((1 * 43) + 21)
artificial_language_g0_244_m1_m4_m7_m99,65,((1 * 43) + 22)
artificial_language_g0_244_m1_m4_m7_m99,66,((1 * 43) + 23)
artificial_language_g0_244_m1_m4_m7_m99,67,((1 * 43) + 24)
artificial_language_g0_244_m1_m4_m7_m99,68,((1 * 43) + 25)
artificial_language_g0_244_m1_m4_m7_m99,69,((1 * 43) + 26)
artificial_language_g0_244_m1_m4_m7_m99,70,((1 * 43) + 27)
artificial_language_g0_244_m1_m4_m7_m99,71,((1 * 43) + 28)
artificial_language_g0_244_m1_m4_m7_m99,72,((1 * 43) + 29)
artificial_language_g0_244_m1_m4_m7_m99,73,((1 * 43) + 30)
artificial_language_g0_244_m1_m4_m7_m99,74,((1 * 43) + 31)
artificial_language_g0_244_m1_m4_m7_m99,75,((1 * 43) + 32)
artificial_language_g0_244_m1_m4_m7_m99,76,((1 * 43) + 33)
artificial_language_g0_244_m1_m4_m7_m99,77,((1 * 43) + 34)
artificial_language_g0_244_m1_m4_m7_m99,78,((1 * 43) + 35)
artificial_language_g0_244_m1_m4_m7_m99,79,((1 * 43) + 36)
artificial_language_g0_244_m1_m4_m7_m99,80,((1 * 43) + 37)
artificial_language_g0_244_m1_m4_m7_m99,81,((1 * 43) + 38)
artificial_language_g0_244_m1_m4_m7_m99,82,((1 * 43) + 39)
artificial_language_g0_244_m1_m4_m7_m99,83,((1 * 43) + 40)
artificial_language_g0_244_m1_m4_m7_m99,84,((1 * 43) + 41)
artificial_language_g0_244_m1_m4_m7_m99,85,((1 * 43) + 42)
artificial_language_g0_244_m1_m4_m7_m99,86,(1 * 86)
artificial_language_g0_244_m1_m4_m7_m99,87,(86 + 1)
artificial_language_g0_244_m1_m4_m7_m99,88,(86 + 2)
artificial_language_g0_244_m1_m4_m7_m99,89,(86 + 3)
artificial_language_g0_244_m1_m4_m7_m99,90,(86 + 4)
artificial_language_g0_244_m1_m4_m7_m99,91,(86 + 5)
artificial_language_g0_244_m1_m4_m7_m99,92,(86 + 6)
artificial_language_g0_244_m1_m4_m7_m99,93,(86 + 7)
artificial_language_g0_244_m1_m4_m7_m99,94,(86 + 8)
artificial_language_g0_244_m1_m4_m7_m99,95,(86 + 9)
artificial_language_g0_244_m1_m4_m7_m99,96,(86 + 10)
artificial_language_g0_244_m1_m4_m7_m99,97,(86 + 11)
artificial_language_g0_244_m1_m4_m7_m99,98,(86 + 12)
artificial_language_g0_244_m1_m4_m7_m99,99,(86 + 13)
